Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 449",-4.144551053155e+01,-2.105816102931e+02,5.310897532273e+00,-4.337606224926e+01,-2.103308995864e+02,5.307393063272e+00,-1.930551717712e+00,2.507107066291e-01,-3.504469001339e-03
"                 450",-4.144564128734e+01,-2.104864814840e+02,5.199260563688e+00,-4.337673981714e+01,-2.102355535746e+02,5.195796940827e+00,-1.931098529798e+00,2.509279093587e-01,-3.463622861248e-03
"                 451",-4.144159730372e+01,-2.103942020416e+02,5.110941323975e+00,-4.337312376340e+01,-2.101430879472e+02,5.107553620448e+00,-1.931526459678e+00,2.511140944175e-01,-3.387703527092e-03
"                 452",-4.143415603744e+01,-2.103097822664e+02,5.047172303031e+00,-4.336622020169e+01,-2.100584809470e+02,5.043885881905e+00,-1.932064164247e+00,2.513013194147e-01,-3.286421125745e-03
"                 453",-4.142307613599e+01,-2.102361477424e+02,5.010663096221e+00,-4.335565779949e+01,-2.099846781136e+02,5.007496044456e+00,-1.932581663504e+00,2.514696288714e-01,-3.167051765325e-03
"                 454",-4.141110134747e+01,-2.101787699892e+02,5.009224815540e+00,-4.334417599682e+01,-2.099271639060e+02,5.006229314882e+00,-1.933074649348e+00,2.516060832398e-01,-2.995500658761e-03
"                 455",-4.140069563972e+01,-2.101452756018e+02,5.041962102058e+00,-4.333420674508e+01,-2.098935223889e+02,5.039204598385e+00,-1.933511105365e+00,2.517532128934e-01,-2.757503673622e-03
"                 456",-4.139473815641e+01,-2.101565042745e+02,5.103171967999e+00,-4.332873132986e+01,-2.099046133917e+02,5.100646027485e+00,-1.933993173459e+00,2.518908828028e-01,-2.525940513599e-03
"                 457",-4.139213548568e+01,-2.102158302946e+02,5.183817003650e+00,-4.332655959270e+01,-2.099638242983e+02,5.181495965776e+00,-1.934424107017e+00,2.520059963055e-01,-2.321037874250e-03
"                 458",-4.139259060194e+01,-2.103196915434e+02,5.277533667416e+00,-4.332741186451e+01,-2.100676066614e+02,5.275422802027e+00,-1.934821262571e+00,2.520848820443e-01,-2.110865388586e-03
"                 459",-4.139731960161e+01,-2.104624388645e+02,5.379324671884e+00,-4.333248029768e+01,-2.102102241198e+02,5.377411795710e+00,-1.935160696075e+00,2.522147447146e-01,-1.912876173357e-03
"                 460",-4.141104825982e+01,-2.106441505554e+02,5.486641486000e+00,-4.334645914758e+01,-2.103918308873e+02,5.484935524684e+00,-1.935410887762e+00,2.523196680891e-01,-1.705961315624e-03
"                 461",-4.143109612489e+01,-2.108302731314e+02,5.591749219490e+00,-4.336693673538e+01,-2.105778322221e+02,5.590095045282e+00,-1.935840610483e+00,2.524409093088e-01,-1.654174207693e-03
"                 462",-4.145049000106e+01,-2.109906669237e+02,5.683731158034e+00,-4.338662258044e+01,-2.107381181367e+02,5.682076074373e+00,-1.936132579383e+00,2.525487870652e-01,-1.655083661172e-03
"                 463",-4.146021870669e+01,-2.111045264176e+02,5.752957047844e+00,-4.339657888043e+01,-2.108518407592e+02,5.751255918306e+00,-1.936360173748e+00,2.526856583924e-01,-1.701129537778e-03
"                 464",-4.146375119322e+01,-2.111902207446e+02,5.797807277771e+00,-4.340043190167e+01,-2.109373586631e+02,5.795997599848e+00,-1.936680708448e+00,2.528620814952e-01,-1.809677922567e-03
"                 465",-4.146537414470e+01,-2.112709277684e+02,5.817308009668e+00,-4.340221879492e+01,-2.110178700079e+02,5.815400417391e+00,-1.936844650222e+00,2.530577604456e-01,-1.907592276502e-03
"                 466",-4.145981522373e+01,-2.113338463751e+02,5.813229973088e+00,-4.339678930693e+01,-2.110805968881e+02,5.811188804806e+00,-1.936974083192e+00,2.532494869929e-01,-2.041168281996e-03
"                 467",-4.144636698957e+01,-2.113669503595e+02,5.790374491037e+00,-4.338347994895e+01,-2.111134845060e+02,5.788212008658e+00,-1.937112959376e+00,2.534658535439e-01,-2.162482379285e-03
"                 468",-4.142410476622e+01,-2.113677013889e+02,5.752765373576e+00,-4.336131801913e+01,-2.111140474521e+02,5.750510202694e+00,-1.937213252909e+00,2.536539367965e-01,-2.255170881989e-03
"                 469",-4.139724618784e+01,-2.113516329025e+02,5.704688038290e+00,-4.333452085966e+01,-2.110978422320e+02,5.702352708724e+00,-1.937274671820e+00,2.537906705584e-01,-2.335329566276e-03
"                 470",-4.137239156527e+01,-2.113331627943e+02,5.649549723715e+00,-4.330975160108e+01,-2.110792399173e+02,5.647180715558e+00,-1.937360035815e+00,2.539228769151e-01,-2.369008156954e-03
"                 471",-4.135347378926e+01,-2.113241998226e+02,5.590483273203e+00,-4.329100505245e+01,-2.110701332757e+02,5.588073674006e+00,-1.937531263192e+00,2.540665468055e-01,-2.409599197057e-03
"                 472",-4.133608613823e+01,-2.113179818783e+02,5.530317827531e+00,-4.327402982886e+01,-2.110637249562e+02,5.527892491380e+00,-1.937943690632e+00,2.542569220758e-01,-2.425336150448e-03
"                 473",-4.130982788025e+01,-2.112919690726e+02,5.469651774739e+00,-4.324812027998e+01,-2.110375553820e+02,5.467223975941e+00,-1.938292399729e+00,2.544136906126e-01,-2.427798797892e-03
"                 474",-4.127488401218e+01,-2.112409528200e+02,5.413781326573e+00,-4.321349416514e+01,-2.109864142182e+02,5.411389907723e+00,-1.938610152958e+00,2.545386017600e-01,-2.391418849735e-03
"                 475",-4.124161466771e+01,-2.111838338855e+02,5.373749451296e+00,-4.318054569934e+01,-2.109292063656e+02,5.371451284003e+00,-1.938931031634e+00,2.546275199344e-01,-2.298167292696e-03
"                 476",-4.121610352405e+01,-2.111282134269e+02,5.352830582182e+00,-4.315528882342e+01,-2.108735288073e+02,5.350640975514e+00,-1.939185299369e+00,2.546846195798e-01,-2.189606667940e-03
"                 477",-4.119801311830e+01,-2.110748247927e+02,5.347168502602e+00,-4.313762603589e+01,-2.108200732897e+02,5.345157545536e+00,-1.939612917588e+00,2.547515029367e-01,-2.010957065608e-03
"                 478",-4.117793018306e+01,-2.109994653403e+02,5.355593191521e+00,-4.311783389636e+01,-2.107446778967e+02,5.353785394135e+00,-1.939903713298e+00,2.547874435376e-01,-1.807797386184e-03
"                 479",-4.115687750082e+01,-2.109035393156e+02,5.377607353403e+00,-4.309709703378e+01,-2.106486934864e+02,5.375984227978e+00,-1.940219532958e+00,2.548458291811e-01,-1.623125425401e-03
"                 480",-4.114356372041e+01,-2.108115709550e+02,5.414410523595e+00,-4.308389106922e+01,-2.105567003832e+02,5.413020541781e+00,-1.940327348814e+00,2.548705717581e-01,-1.389981814292e-03
"                 481",-4.114392292386e+01,-2.107515570188e+02,5.467629457169e+00,-4.308438049030e+01,-2.104966660582e+02,5.466449008231e+00,-1.940457566445e+00,2.548909605774e-01,-1.180448937979e-03
"                 482",-4.115557452937e+01,-2.107204845077e+02,5.534614593298e+00,-4.309603933810e+01,-2.104656288169e+02,5.533638874269e+00,-1.940464808731e+00,2.548556908262e-01,-9.757190289688e-04
"                 483",-4.117756136460e+01,-2.107110928883e+02,5.609552659929e+00,-4.311803219616e+01,-2.104562726721e+02,5.608717875665e+00,-1.940470831563e+00,2.548202162482e-01,-8.347842644756e-04
"                 484",-4.120549271526e+01,-2.107096604977e+02,5.688781478604e+00,-4.314584722496e+01,-2.104549164063e+02,5.688042302657e+00,-1.940354509704e+00,2.547440914013e-01,-7.391759465739e-04
"                 485",-4.123953716516e+01,-2.107101431955e+02,5.769149655153e+00,-4.317963709454e+01,-2.104555000965e+02,5.768463711479e+00,-1.940099929380e+00,2.546430990743e-01,-6.859436740277e-04
"                 486",-4.128377960683e+01,-2.107141280349e+02,5.848843363594e+00,-4.322346139951e+01,-2.104596107884e+02,5.848167003989e+00,-1.939681792677e+00,2.545172464914e-01,-6.763596042331e-04
"                 487",-4.133593924462e+01,-2.107252466366e+02,5.929316081832e+00,-4.327523987293e+01,-2.104708449289e+02,5.928664821092e+00,-1.939300628309e+00,2.544017077233e-01,-6.512607398546e-04
"                 488",-4.139571834121e+01,-2.107554668513e+02,6.007508878310e+00,-4.333465643326e+01,-2.105012034844e+02,6.006788144858e+00,-1.938938092045e+00,2.542633669079e-01,-7.207334521009e-04
"                 489",-4.145245574440e+01,-2.107835824095e+02,6.084397138803e+00,-4.339095558841e+01,-2.105294625544e+02,6.083640052380e+00,-1.938499844017e+00,2.541198550664e-01,-7.570864227863e-04
"                 490",-4.150169175409e+01,-2.107934279553e+02,6.151561127813e+00,-4.343964880105e+01,-2.105395207527e+02,6.150740562995e+00,-1.937957046960e+00,2.539072025801e-01,-8.205648174304e-04
"                 491",-4.154517888894e+01,-2.107920391393e+02,6.200431137900e+00,-4.348256610315e+01,-2.105383675842e+02,6.199586477405e+00,-1.937387214211e+00,2.536715550780e-01,-8.446604946457e-04
"                 492",-4.158848861143e+01,-2.107914246515e+02,6.226053118626e+00,-4.352533737100e+01,-2.105379855981e+02,6.225183329420e+00,-1.936848759563e+00,2.534390534133e-01,-8.697892057453e-04
"                 493",-4.163415601981e+01,-2.108024738055e+02,6.228779693265e+00,-4.357047464458e+01,-2.105492521584e+02,6.227959374838e+00,-1.936318624767e+00,2.532216470244e-01,-8.203184270047e-04
"                 494",-4.168197067967e+01,-2.108329694196e+02,6.209249862450e+00,-4.361777666755e+01,-2.105799750403e+02,6.208501597077e+00,-1.935805987880e+00,2.529943792674e-01,-7.482653726953e-04
"                 495",-4.172771624427e+01,-2.108745908016e+02,6.171327677766e+00,-4.366314249837e+01,-2.106217885038e+02,6.170624106047e+00,-1.935426254101e+00,2.528022977551e-01,-7.035717190074e-04
"                 496",-4.176291473928e+01,-2.109161867016e+02,6.115373775862e+00,-4.369800789283e+01,-2.106635516235e+02,6.114758250312e+00,-1.935093153545e+00,2.526350781455e-01,-6.155255506589e-04
"                 497",-4.178504883622e+01,-2.109564839551e+02,6.045121284999e+00,-4.371987174500e+01,-2.107040099757e+02,6.044650314146e+00,-1.934822908778e+00,2.524739794671e-01,-4.709708523857e-04
"                 498",-4.180054694164e+01,-2.110050655736e+02,5.967160263743e+00,-4.373531912635e+01,-2.107527437947e+02,5.966894472072e+00,-1.934772184714e+00,2.523217789302e-01,-2.657916710457e-04
"                 499",-4.181421151153e+01,-2.110615212205e+02,5.885839795289e+00,-4.374915053039e+01,-2.108094065451e+02,5.885868996206e+00,-1.934939018866e+00,2.521146753745e-01,2.920091647280e-05
"                 500",-4.182060924881e+01,-2.110953338076e+02,5.806082276300e+00,-4.375541146160e+01,-2.108433688980e+02,5.806422664793e+00,-1.934802212792e+00,2.519649096498e-01,3.403884928289e-04
"                 501",-4.181061783875e+01,-2.110865367876e+02,5.731059261646e+00,-4.374550260888e+01,-2.108347274347e+02,5.731737809608e+00,-1.934884770122e+00,2.518093528265e-01,6.785479616728e-04
"                 502",-4.178509577283e+01,-2.110387893325e+02,5.660093629523e+00,-4.372004968274e+01,-2.107871086859e+02,5.661101596304e+00,-1.934953909909e+00,2.516806465505e-01,1.007966780311e-03
"                 503",-4.174860393612e+01,-2.109537510241e+02,5.594503094849e+00,-4.368381952764e+01,-2.107022060884e+02,5.595830085243e+00,-1.935215591526e+00,2.515449356225e-01,1.326990394103e-03
"                 504",-4.171340707865e+01,-2.108528099862e+02,5.536789284037e+00,-4.364855211162e+01,-2.106013922927e+02,5.538290895240e+00,-1.935145032963e+00,2.514176935140e-01,1.501611202846e-03
"                 505",-4.168411513138e+01,-2.107530340830e+02,5.503429180105e+00,-4.361923616988e+01,-2.105017166795e+02,5.505134266506e+00,-1.935121038497e+00,2.513174035546e-01,1.705086401397e-03
"                 506",-4.165794990471e+01,-2.106381393086e+02,5.502632173312e+00,-4.359308707736e+01,-2.103869052785e+02,5.504472882690e+00,-1.935137172648e+00,2.512340301049e-01,1.840709378197e-03
"                 507",-4.162991196864e+01,-2.104797161556e+02,5.530147252107e+00,-4.356498736221e+01,-2.102285780537e+02,5.531999452225e+00,-1.935075393568e+00,2.511381018931e-01,1.852200118669e-03
"                 508",-4.159557873758e+01,-2.102481912223e+02,5.579625812928e+00,-4.353088990965e+01,-2.099971228749e+02,5.581345191677e+00,-1.935311172080e+00,2.510683474203e-01,1.719378749478e-03
"                 509",-4.155653277856e+01,-2.099352689343e+02,5.648458236039e+00,-4.349203546715e+01,-2.096842722605e+02,5.649975555542e+00,-1.935502688582e+00,2.509966737833e-01,1.517319503712e-03
"                 510",-4.151527601985e+01,-2.095587860015e+02,5.731968568042e+00,-4.345104246081e+01,-2.093078213446e+02,5.733216397518e+00,-1.935766440953e+00,2.509646568713e-01,1.247829475606e-03
"                 511",-4.147395953550e+01,-2.091493361406e+02,5.823398749312e+00,-4.340999350241e+01,-2.088984088187e+02,5.824296601335e+00,-1.936033966907e+00,2.509273219412e-01,8.978520224954e-04
"                 512",-4.143174404155e+01,-2.087259575376e+02,5.918804535119e+00,-4.336803572194e+01,-2.084750292952e+02,5.919270751285e+00,-1.936291680389e+00,2.509282423260e-01,4.662161663778e-04
"                 513",-4.138483519929e+01,-2.082937694331e+02,6.010904234165e+00,-4.332125816933e+01,-2.080428164829e+02,6.010890693608e+00,-1.936422970036e+00,2.509529501901e-01,-1.354055723027e-05
"                 514",-4.133215315808e+01,-2.078464009783e+02,6.089002571759e+00,-4.326882752644e+01,-2.075953318342e+02,6.088483422233e+00,-1.936674368357e+00,2.510691440349e-01,-5.191495261643e-04
